Learning Rate,Batch Size,# Hidden Neurons,RMSE,R2
0.028,32,80,57314.51708317837,0.7462416547286116
0.028,64,8,61117.03890122663,0.7114535948880587
0.028,64,16,60867.050988763134,0.713809258421364
0.028,64,24,61034.0047038431,0.7122371061305512
0.028,64,32,60462.73094985539,0.7175987743951515
0.028,64,40,59903.31194295747,0.7228003181926924
0.028,64,48,59754.505812372605,0.724175794014297
0.028,64,56,58831.97908494543,0.7326267377845076
0.028,64,64,57708.364020972665,0.7427421807106426
0.028,64,72,58831.47325392529,0.7326313354577687
0.028,64,80,58693.894941067294,0.7338803648502905
0.028,128,8,63378.273207305276,0.6897070821972762
0.028,128,16,63129.90630772585,0.6921342699986734
0.028,128,24,62633.52510083367,0.696956642650487
0.028,128,32,62652.47445373453,0.6967732474420213
0.028,128,40,62052.94199669496,0.7025487406205457
0.028,128,48,61780.75923252003,0.7051524381592056
0.028,128,56,61563.43738363611,0.7072231190251271
0.028,128,64,62406.8056418496,0.6991465713187621
0.028,128,72,62156.24827531583,0.7015575173104456
0.028,128,80,61370.17175036487,0.7090584581583674
0.03,8,8,66301.20909417485,0.6604263713311298
0.03,16,8,60694.0157595828,0.7154341339336265
0.03,32,8,60578.99523863673,0.7165116668588241
0.03,32,16,60328.02712501497,0.7188556858754154
0.03,32,24,58747.505552412906,0.733393999037892
0.03,32,32,58271.71301946034,0.7376949636999262
0.03,32,40,58853.29358214877,0.7324329670127936
0.03,32,48,57876.708740539136,0.7412390653675889
0.03,32,72,58820.5713162061,0.7327304173367889
0.03,64,8,61037.81835699568,0.7122011438122139
0.03,64,16,60845.09685337571,0.7140156734542906
0.03,64,24,60851.433345832615,0.7139561047468377
0.03,64,32,59297.30634530375,0.7283804724212748
0.03,64,40,58539.05212420829,0.735282635372376
0.03,64,48,58979.25318338756,0.7312864312650681
0.03,64,56,59617.95306478747,0.7254349967002229
0.03,64,64,58352.250098435725,0.7369694013675993
0.03,64,72,58218.509033204355,0.7381737312469712
0.03,64,80,58644.782979049225,0.7343255283353904
0.03,128,8,62386.766328843856,0.6993397530719822
0.03,128,16,63186.088486406064,0.6915860587002233
0.03,128,24,62765.38876774454,0.695679292445168
0.03,128,32,62316.8541801568,0.7000132300757913
0.03,128,40,63022.42080361422,0.6931817270448732
0.03,128,48,60965.362997650285,0.7128840054711876
0.03,128,56,62703.68853808217,0.6962773108406985
0.03,128,64,61853.18538254286,0.7044607279519172
0.03,128,72,61220.77548639351,0.7104732390855208
0.03,128,80,61285.726553493754,0.7098585769099635
0.032,16,8,61990.03358521295,0.7031515388293564
0.032,16,16,58217.96432298414,0.7381786306777427
0.032,16,40,57686.53353647379,0.742936779905469
0.032,32,8,60593.88740922329,0.7163722695143062
0.032,32,16,60211.265128083665,0.7199429153305503
0.032,32,24,59381.32611740435,0.7276101986832487
0.032,32,32,58965.65790126458,0.7314102990839044
0.032,32,40,58616.63412331899,0.7345805088199735
0.032,32,48,58576.80405013656,0.7349410919951062
0.032,32,72,57106.92573440964,0.7480765349910259
0.032,64,8,61622.755111230275,0.7066586532744923
0.032,64,16,61041.86741997258,0.7121629591464935
0.032,64,24,59915.99973675846,0.7226828814515764
0.032,64,32,59919.05844506647,0.722654566683258
0.032,64,40,59504.922645419894,0.7264751121960464
0.032,64,48,58530.39636239276,0.7353609134097536
0.032,64,56,59543.48729274158,0.7261204588825017
0.032,64,64,58435.751688252254,0.736216073504704
0.032,64,72,58825.31671024665,0.7326872912461401
0.032,64,80,58234.58504354652,0.7380291139075217
0.032,128,8,63863.63727523842,0.6849363079997293
0.032,128,16,61929.82284853666,0.7037279148457389
0.032,128,24,61570.91354565431,0.7071520060270431
0.032,128,32,62248.840645603654,0.700667692713699
0.032,128,40,61272.11520134599,0.7099874414515308
0.032,128,48,60609.60106846506,0.7162251455191937
0.032,128,56,66422.33208041685,0.6591845314903115
0.032,128,64,61953.96508718818,0.7034968770281802
0.032,128,72,61117.43977937129,0.711449809615442
0.032,128,80,61180.25466375207,0.7108563763421691
0.034,8,8,67706.72732738532,0.6458765365383239
0.034,8,16,60603.27864459305,0.7162843457549812
0.034,16,8,59535.86755230402,0.726190550762582
0.034,32,8,62366.61746645814,0.6995339283445904
0.034,32,16,59962.95532195536,0.7222480496841204
0.034,32,24,58965.47651910758,0.7314119514797601
0.034,32,32,58070.167210514104,0.7395063075818089
0.034,32,40,58944.1333454589,0.7316063528218575
0.034,32,48,58370.08119638912,0.7368086246723458
0.034,32,64,57626.08382732112,0.7434752506393016
0.034,64,8,61471.78325714815,0.7080942280913805
0.034,64,16,59787.12241183477,0.7238745982182038
0.034,64,24,59739.2574504217,0.7243165476072392
0.034,64,32,59743.96007220605,0.7242731427812922
0.034,64,40,59530.10476366872,0.7262435551003125
0.034,64,48,59677.95340281273,0.7248820665176671
0.034,64,56,58185.34215886778,0.7384719692296295
0.034,64,64,58451.66440495414,0.736072391245556
0.034,64,72,58961.86581249761,0.7314448440469752
0.034,64,80,58024.949196426496,0.7399118315190317
0.034,128,8,61888.94442385329,0.7041189102797101
0.034,128,16,62511.49253182525,0.6981363665468608
0.034,128,24,61974.32451758265,0.7033019701623935
0.034,128,32,61316.559699777325,0.7095665603565026
0.034,128,40,61078.23167747341,0.7118199126951601
0.034,128,48,61178.326284879404,0.7108746034538659
0.034,128,56,63903.499739837614,0.6845428717528694
0.034,128,64,62279.68494322779,0.7003709809330909
0.034,128,72,61344.30992946529,0.7093036161053317
0.034,128,80,60695.654299985974,0.7154187690263287
0.036,8,8,66279.4817026669,0.6606488963908168
0.036,16,8,60963.970737181895,0.7128971190053308
0.036,16,16,58694.33652970688,0.7338763604866394
0.036,16,24,57220.83407350681,0.7470705343165722
0.036,32,8,64425.99905481894,0.6793631875520925
0.036,32,16,58734.51208929529,0.7335119190114567
0.036,32,40,58125.55449433031,0.739009153208268
0.036,32,56,56927.65943070079,0.7496556956262859
0.036,32,64,57685.15916990824,0.7429490286874514
0.036,64,8,60393.53827722598,0.7182447562932766
0.036,64,16,60120.823403005845,0.7207836159175319
0.036,64,24,59600.85828333326,0.7255924310153026
0.036,64,32,60022.92312761722,0.7216922230524806
0.036,64,40,59285.33574043981,0.7284901273801987
0.036,64,48,59523.82654801999,0.7263012943357299
0.036,64,56,58930.20810194584,0.7317331510358973
0.036,64,64,58962.61808962385,0.7314379911705615
0.036,64,72,58289.91192154913,0.7375310965726468
0.036,64,80,57669.32053291252,0.7430901664826238
0.036,128,8,64292.07824351042,0.6806948025386852
0.036,128,16,61642.57612536768,0.7064699159140442
0.036,128,24,61861.34556453118,0.7043827428550352
0.036,128,32,61265.046699326296,0.7100543507170329
0.036,128,40,62270.52806775967,0.7004590823394645
0.036,128,48,61428.58245149976,0.7085043718243236
0.036,128,56,61396.821689385295,0.7088057211162977
0.036,128,64,60884.21543919507,0.7136478246291557
0.036,128,72,61274.524853693765,0.7099646303185463
0.036,128,80,60572.44316644364,0.7165729863168147
0.038,8,8,66260.76570566061,0.6608405212296661
0.038,16,8,58842.96718610649,0.7325268533727278
0.038,16,24,58590.55733263594,0.7348166107074625
0.038,16,32,57101.45839155159,0.7481247703322402
0.038,32,16,58864.319477354926,0.7323327027034638
0.038,32,24,58471.971952236614,0.7358889694902216
0.038,32,32,58808.3724409467,0.7328412646182243
0.038,64,8,61737.412599837844,0.7055660350634168
0.038,64,16,60131.97294747025,0.7206800436780867
0.038,64,24,60498.55941292806,0.7172639896594413
0.038,64,32,59526.06047757557,0.726280750122203
0.038,64,40,59145.23404397508,0.7297718624623541
0.038,64,48,59141.16299169523,0.7298090615716991
0.038,64,56,59299.237704318184,0.7283627784180005
0.038,64,64,58214.665512106425,0.7382083010628633
0.038,64,72,57629.265455382825,0.7434469235756596
0.038,64,80,58767.65564580939,0.7332110786882888
0.038,128,8,61915.41023983869,0.7038657985522081
0.038,128,16,62276.684849222074,0.7003998472824919
0.038,128,24,61263.30819245772,0.7100708059513946
0.038,128,32,61395.2768391379,0.7088203748355579
0.038,128,40,61058.999251146495,0.7120013694775471
0.038,128,48,61041.440165235,0.71216698848944
0.038,128,56,60457.53535266444,0.7176473061088504
0.038,128,64,60204.11305829115,0.7200094433747897
0.038,128,72,60633.64699890616,0.7159999342035981
0.038,128,80,60082.25780951735,0.7211417178610291
0.04,16,16,59797.335004430905,0.7237802569297527
0.04,32,8,61516.84654322029,0.7076660949183038
0.04,32,16,59176.41336473042,0.7294868775185119
0.04,32,24,59302.80651054606,0.7283300815464399
0.04,32,40,58076.348881496,0.7394508446105228
0.04,32,48,57329.76944000643,0.7461065780318812
0.04,32,80,57465.52999511399,0.744902682593364
0.04,64,8,60960.54938874896,0.7129293430031102
0.04,64,16,60199.50793011313,0.7200522757668754
0.04,64,24,60395.77186191452,0.7182239151286876
0.04,64,32,59365.79985155779,0.7277526220290261
0.04,64,40,58724.11922036011,0.7336062189576575
0.04,64,48,58590.42343142615,0.7348178227913778
0.04,64,56,58144.3132067176,0.7388406682007269
0.04,64,64,58428.85234623906,0.7362783582545911
0.04,64,72,57447.19318823644,0.745065455787675
0.04,64,80,57567.61613832257,0.7439955289418686
0.04,128,8,61232.58573996334,0.7103615216413851
0.04,128,16,61517.19704771594,0.7076627636474202
0.04,128,24,62951.72489684624,0.6938696926872838
0.04,128,32,61307.2991750908,0.7096542809641404
0.04,128,40,61181.67484041118,0.7108429524100937
0.04,128,48,60286.14796437275,0.719245885977229
0.04,128,56,61313.660935078784,0.7095940204196796
0.04,128,64,60661.17863230749,0.7157419665157057
0.04,128,72,59829.31444358773,0.7234847349138551
0.04,128,80,60253.858893055716,0.7195465474806073
0.042,16,8,60595.09806770622,0.7163609357061318
0.042,16,16,59098.62077559631,0.730197636517222
0.042,16,64,57188.01308622218,0.7473606039786287
0.042,32,16,58557.76257439709,0.7351133886070284
0.042,32,24,58649.47963579574,0.7342829727421532
0.042,32,48,57527.281529845386,0.7443541410718729
0.042,32,72,56951.646675900934,0.7494446792088667
0.042,64,8,61934.65991877716,0.703681631979538
0.042,64,16,59956.68508854901,0.7223061348299102
0.042,64,24,58842.888910720154,0.7325275649802814
0.042,64,32,59237.455572636354,0.7289285052211294
0.042,64,40,57650.058768751966,0.7432617554718245
0.042,64,48,58835.07884512202,0.7325985621277555
0.042,64,56,58688.18101922102,0.7339321764665769
0.042,64,64,58930.103990766715,0.7317340989216826
0.042,64,72,58080.345874963525,0.7394149797833167
0.042,64,80,57510.569711700235,0.7445026510112429
0.042,128,8,61934.52147196157,0.7036829567398146
0.042,128,16,62166.01472713533,0.701463722938986
0.042,128,24,60592.3061247376,0.7163870726668031
0.042,128,32,61347.56547403482,0.7092727607530704
0.042,128,40,60660.96854028276,0.7157439354930231
0.042,128,48,60257.884065471924,0.7195090756496494
0.042,128,56,60332.169068411094,0.7188170794808175
0.042,128,64,59953.35108195347,0.7223370173723751
0.042,128,72,60653.68212608277,0.7158122193691652
0.042,128,80,60292.27258426753,0.7191888380604152
0.044,8,8,72266.96203931948,0.5965677103203464
0.044,8,16,69337.16883630975,0.6286159329254739
0.044,16,8,61446.86418051246,0.7083308422764476
0.044,16,16,58666.13793598207,0.7341320072894378
0.044,16,24,57960.599262682445,0.7404883895730001
0.044,32,16,58447.37654026428,0.7361111119347609
0.044,32,24,59058.241621356145,0.7305661956919745
0.044,32,48,58061.56609742878,0.7395834683645197
0.044,64,8,61409.00616808517,0.7086901319879249
0.044,64,16,60030.52019328792,0.7216217680945336
0.044,64,24,59661.327467024086,0.725035337723449
0.044,64,32,58466.880353111366,0.7359349637982062
0.044,64,40,59448.88184309124,0.7269900724847878
0.044,64,48,59204.247121448374,0.7292323447833876
0.044,64,56,58180.32457700386,0.7385170727445469
0.044,64,64,57516.02446668769,0.7444541819545376
0.044,64,72,57656.11330036825,0.7432078262486262
0.044,64,80,57520.985200256466,0.7444100986091129
0.044,128,8,62299.69778129189,0.7001783855311164
0.044,128,16,61908.667241134615,0.7039302969959624
0.044,128,24,60828.802062455965,0.7141688306041305
0.044,128,32,60218.20814406443,0.7198783243302491
0.044,128,40,61326.7098039302,0.7094703979602206
0.044,128,48,60765.06710420261,0.7147674908813255
0.044,128,56,60391.36155770267,0.7182650661179653
0.044,128,64,60162.69026034953,0.7203945998608251
0.044,128,72,59726.17022104692,0.7244373237109547
0.044,128,80,59716.284276682934,0.7245285390632994
0.046,8,32,64580.51489963004,0.6778233471189539
0.046,16,16,59193.294405565226,0.7293325189101454
0.046,32,8,62008.38342200535,0.7029757709935311
0.046,64,8,60912.702235284785,0.7133798023084725
0.046,64,16,59952.56140657361,0.7223443317984517
0.046,64,24,59522.1493618667,0.7263167179816465
0.046,64,32,58682.2481570913,0.7339859680102329
0.046,64,40,58882.30148163646,0.7321691425127923
0.046,64,48,59067.84595024485,0.730478555382553
0.046,64,56,57609.83113249985,0.7436199292379988
0.046,64,64,57567.36292141,0.7439977810594147
0.046,64,72,57905.40047085029,0.7409824461033052
0.046,64,80,57547.695109807544,0.7441726768008701
0.046,128,8,61262.258139207544,0.7100807446403898
0.046,128,16,60899.572360613776,0.713503352292076
0.046,128,24,60734.394566382536,0.7150553732868589
0.046,128,32,60219.48147226874,0.7198664777272905
0.046,128,40,60531.55589098849,0.7169554918441476
0.046,128,48,60387.933167097864,0.7182970531425553
0.046,128,56,60184.05640494533,0.7201959667810646
0.046,128,64,59805.31572059983,0.723706521922189
0.046,128,72,59984.71656586605,0.7220464143689549
0.046,128,80,59865.44284068298,0.7231506822950484
0.048,16,16,58213.660803376115,0.7382173373472223
0.048,16,24,59151.18031203595,0.7297175240277185
0.048,32,8,60245.21218484297,0.7196270344474647
0.048,32,24,59202.23284757965,0.7292507688310188
0.048,32,32,58155.623144148165,0.7387390595374508
0.048,32,48,57606.415274049825,0.7436503314124461
0.048,64,8,61339.886197049884,0.7093455406668931
0.048,64,16,59670.89757987969,0.7249471179666199
0.048,64,24,59467.41600566601,0.7268198153161161
0.048,64,32,58939.23747009365,0.7316509363011549
0.048,64,40,58249.025140438695,0.7378991789561368
0.048,64,48,58549.271127408836,0.7351902053239441
0.048,64,56,58465.102581502346,0.7359510221267621
0.048,64,64,58153.31993753698,0.7387597531858758
0.048,64,80,57887.897610041466,0.741139007079872
0.048,128,8,61717.47723297336,0.7057561532167196
0.048,128,16,62133.86215285628,0.7017724519966522
0.048,128,24,61083.968538410125,0.7117657746927297
0.048,128,32,60318.023861510614,0.7189489137705025
0.048,128,40,60376.52131745535,0.7184035130841329
0.048,128,48,60078.673339683664,0.7211749898890822
0.048,128,56,60464.78161175713,0.7175796181563965
0.048,128,64,59666.067369923134,0.7249916458504402
0.048,128,72,59786.951489793006,0.7238761770147101
0.048,128,80,58641.658586115496,0.7343538360309123
0.05,16,8,61642.22621638503,0.7064732483030534
0.05,32,16,58931.54874603094,0.731720944920669
0.05,32,24,57939.1895336488,0.7406800731362545
0.05,32,40,58275.141073134284,0.7376641006225912
0.05,64,8,60676.409238896034,0.7155992074766063
0.05,64,16,59900.80911612988,0.7228234811292384
0.05,64,24,60100.58558361691,0.7209715634325412
0.05,64,32,58974.402269830876,0.7313306316446195
0.05,64,40,58639.27691378476,0.7343754134994175
0.05,64,56,58545.03994045847,0.7352284780211029
0.05,64,64,58622.30701850995,0.7345291319424709
0.05,64,72,58673.277522061144,0.734067291833818
0.05,128,8,61775.61043572938,0.705201581191421
0.05,128,16,60735.39865309427,0.7150459515586818
0.05,128,24,60078.81389510023,0.7211736852527075
0.05,128,32,61323.05514637732,0.709505024131107
0.05,128,40,60097.79630706628,0.7209974623287767
0.05,128,48,60605.12840662237,0.7162670260830004
0.05,128,56,60577.905747489225,0.716521863635803
0.05,128,64,60713.493221882345,0.7152514631972594
0.05,128,72,59826.82148571587,0.7235077780174416
0.05,128,80,59183.383517825176,0.7294231484476059
0.052,32,8,59352.37991925981,0.7278756938461084
0.052,32,24,57751.86235647561,0.7423542125355913
0.052,32,32,58044.054669676465,0.739740528461082
0.052,64,8,60569.63728065644,0.7165992439801483
0.052,64,16,59518.28098801276,0.7263522904487283
0.052,64,24,59221.827193526464,0.7290715177529171
0.052,64,32,59102.72897463382,0.7301601249705795
0.052,64,40,58278.146667776025,0.7376370394883869
0.052,64,48,57317.35856910332,0.7462164929135282
0.052,64,64,57678.77666426586,0.7430059077369557
0.052,64,72,57590.16448873666,0.7437949436335357
0.052,128,8,61478.03162270674,0.7080348829228246
0.052,128,16,60809.606895777855,0.7143491961901325
0.052,128,24,60511.021507445344,0.7171474961158095
0.052,128,32,59889.03523429612,0.7229324320066379
0.052,128,40,60476.96647909087,0.717465779934068
0.052,128,48,59846.9459258557,0.7233217348054277
0.052,128,56,59999.44774267557,0.7219098767164476
0.052,128,64,58777.2331188613,0.7331241134389115
0.052,128,72,59545.58688882589,0.7261011437037445
0.052,128,80,60111.67169429097,0.7208686151701706
0.054,16,16,60388.715176127975,0.71828975712618
0.054,32,16,58905.40243847304,0.7319589481893023
0.054,32,24,60106.25916919415,0.7209188795386625
0.054,64,8,61186.77857114763,0.7107947078574713
0.054,64,16,58856.23673671919,0.7324062051859304
0.054,64,24,59161.0340737112,0.7296274659452451
0.054,64,32,58799.74876462395,0.7329196113380376
0.054,64,48,57566.03428583099,0.7440095978150918
0.054,64,64,57917.69783406313,0.7408724193653278
0.054,64,80,58071.814873394644,0.7394915250558649
0.054,128,8,61664.106369151465,0.7062648343507214
0.054,128,16,60673.950889576365,0.7156222524240633
0.054,128,24,60253.155269010604,0.7195530975221864
0.054,128,32,60542.83999754434,0.7168499534339092
0.054,128,40,60214.746269696516,0.7199105311395848
0.054,128,48,59621.958954096335,0.7253980979505477
0.054,128,56,59280.542500283256,0.7285340289419688
0.054,128,64,59253.84386000519,0.7287784983710772
0.054,128,72,59440.4887228767,0.7270671552933325
0.054,128,80,59347.25827606987,0.7279226561909254
0.056,8,8,68674.36490779005,0.635682223867928
0.056,16,8,61686.94217779681,0.7060472386554736
0.056,32,8,60636.54473823287,0.7159727882915458
0.056,32,16,58904.5062912359,0.7319671037204054
0.056,32,24,58434.89655207333,0.7362237937623191
0.056,32,32,57194.93249248489,0.7472994645796398
0.056,64,8,61152.6835609698,0.7111169248574796
0.056,64,24,58519.374368977646,0.7354605736140801
0.056,64,32,59128.060556235694,0.729928767272465
0.056,64,40,57863.36296035438,0.7413583868865055
0.056,64,48,58159.37075428017,0.7387053865874625
0.056,64,56,58097.29315351939,0.7392628852610952
0.056,128,8,61844.41481628859,0.7045445348885723
0.056,128,16,60989.605897270514,0.7126556165034212
0.056,128,24,60052.249290828746,0.7214202038739054
0.056,128,32,60430.79413078358,0.717897028038641
0.056,128,40,60065.251414422804,0.7212995582327261
0.056,128,48,59683.64931228181,0.7248295472358963
0.056,128,56,59482.10913685955,0.726684804635181
0.056,128,64,58691.080771836445,0.7339058832704259
0.056,128,72,59334.71796695706,0.7280376260687436
0.056,128,80,58531.77163212255,0.7353484769861675
0.058,8,8,78034.71857262148,0.5296005605344536
0.058,16,16,58943.81355027138,0.731609265096889
0.058,16,32,58172.47690540416,0.7385876084028624
0.058,32,8,61108.20284562129,0.7115370226136095
0.058,64,8,61291.83172503275,0.7098007673191132
0.058,64,16,59569.49352633601,0.725881167195832
0.058,64,32,58531.63109009963,0.7353497479067195
0.058,64,40,58588.978208230525,0.7348309048851546
0.058,64,48,58057.37246417807,0.7396210853996797
0.058,64,56,57438.3094481526,0.745144296788922
0.058,64,72,57291.73081926447,0.7464433856518722
0.058,64,80,57650.730375025436,0.7432557735865077
0.058,128,8,62462.41528816616,0.698610161654567
0.058,128,16,61010.529878519155,0.7124584215961108
0.058,128,24,59687.094159534056,0.7247977814995425
0.058,128,32,60054.98983211296,0.7213947767879312
0.058,128,40,59884.23971110928,0.7229768017563013
0.058,128,48,59427.787532493225,0.7271837829230845
0.058,128,56,59960.47612953967,0.7222710167406885
0.058,128,64,58375.48222746515,0.736759915794974
0.058,128,72,59554.582988670314,0.7260183766098769
0.058,128,80,58388.63632541139,0.7366412674908311
0.06,32,8,59531.481266467694,0.7262308949220453
0.06,32,16,60178.956077454946,0.7202433890326698
0.06,64,8,59808.1749115233,0.7236801030435687
0.06,64,16,59357.01045312611,0.7278332311859259
0.06,64,24,59572.03679178127,0.7258577601867628
0.06,64,32,58084.07865154423,0.7393814835324389
0.06,64,40,58590.840267518026,0.7348140495503219
0.06,64,48,58756.27727049255,0.7333143780481335
0.06,64,56,58149.724420896135,0.738792056229563
0.06,128,8,60927.570512813065,0.713239862079517
0.06,128,16,60686.74937482202,0.7155022672172351
0.06,128,24,61451.435847842455,0.7082874400953744
0.06,128,32,59886.222081727065,0.7229584606454895
0.06,128,40,60424.31747289524,0.7179574934538735
0.06,128,48,59875.084836944625,0.7230614957818826
0.06,128,56,59617.24770146024,0.7254414936337348
0.06,128,64,59401.52405270935,0.7274248661007933
0.06,128,72,58509.58054788304,0.7355491130094356
0.06,128,80,58652.86785652527,0.7342522705449217
0.062,8,16,68928.51830780711,0.6329806644957625
0.062,32,8,61320.6076108964,0.7095282122312454
0.062,32,24,59408.232025041405,0.7273633010239996
0.062,64,8,60229.02386325053,0.719777690666203
0.062,64,16,59764.718573363716,0.7240815026340486
0.062,64,32,58946.883262272146,0.7315813095350233
0.062,64,40,58140.69347520377,0.738873183753358
0.062,64,48,57687.35923508259,0.7429294208825128
0.062,64,56,57969.468577518935,0.740408960915883
0.062,64,64,57882.710771960745,0.741185393628997
0.062,64,72,57480.939071636654,0.7447658582710813
0.062,128,8,63931.8234245686,0.6842631722567769
0.062,128,16,60753.146251899096,0.7148793933690349
0.062,128,24,60614.93478940957,0.7161751982350515
0.062,128,32,59832.343241527626,0.7234567375994267
0.062,128,40,60068.07949232297,0.7212733132708944
0.062,128,48,59384.03824169381,0.7275853163872394
0.062,128,56,59713.44390259419,0.7245547437544011
0.062,128,64,58179.19355687106,0.7385272390536095
0.062,128,72,59279.73974134578,0.7285413811101434
0.062,128,80,58540.986714607774,0.7352651383984473
0.064,8,8,65329.740063008365,0.6703045762713782
0.064,16,24,58890.483466134276,0.7320947045196806
0.064,32,24,58471.90929639066,0.7358895355081145
0.064,64,8,60094.605038076865,0.7210270923172689
0.064,64,16,60166.80458995028,0.7203563559556736
0.064,64,24,57809.04052258553,0.7418437872188128
0.064,64,32,58367.709469697904,0.7368300125243129
0.064,64,48,58716.64719139497,0.7336740062804558
0.064,128,8,61048.67075359982,0.7120987946433737
0.064,128,16,60105.51171830125,0.7209258205174738
0.064,128,24,59961.68438664956,0.722259823654132
0.064,128,32,59476.164742487585,0.7267394298712437
0.064,128,40,58942.97387527152,0.7316169116800177
0.064,128,48,59450.96475244322,0.7269709412622802
0.064,128,56,58428.93861912948,0.7362775794597258
0.064,128,64,58740.54319446493,0.7334571879818239
0.064,128,72,58855.73175581815,0.7324107970247367
0.064,128,80,59172.43569177263,0.7295232425669345
0.066,16,8,60520.89365437904,0.7170551959301239
0.066,32,24,58206.69611501953,0.7382799730094151
0.066,32,32,56909.17538187158,0.7498182396392524
0.066,64,8,61125.12039703198,0.7113772809573785
0.066,64,16,60036.8047259578,0.7215634787889328
0.066,64,24,59244.72330488456,0.7288619866349566
0.066,64,32,58337.35480071559,0.7371036693355135
0.066,64,40,58090.05442923998,0.7393278551210839
0.066,64,64,57669.00314129171,0.7430929943572484
0.066,64,72,57443.18712504841,0.7451010101194633
0.066,128,8,61378.475255450256,0.7089797229051684
0.066,128,16,59571.9455861997,0.7258585996169593
0.066,128,24,59514.03037393358,0.7263913752224345
0.066,128,32,59909.57678596797,0.7227423346441217
0.066,128,40,59522.33949588321,0.726314969503632
0.066,128,48,60044.93788372649,0.7214880343492793
0.066,128,56,59282.03432491097,0.7285203656150191
0.066,128,64,59446.91430181658,0.7270081434524875
0.066,128,72,59528.43534139003,0.7262589089688047
0.066,128,80,58911.21740666059,0.7319060251276681
0.068,32,8,59965.801628250636,0.7222216805405822
0.068,64,8,59948.078196267656,0.7223858560363415
0.068,64,16,59231.43561244518,0.728983597279846
0.068,64,32,58120.0060807569,0.7390589769408931
0.068,64,40,57829.69102161814,0.7416593175666052
0.068,64,72,58474.195601291714,0.7358688811849721
0.068,128,8,61612.06190225934,0.7067604497020769
0.068,128,16,60819.58198335308,0.7142554733185764
0.068,128,24,60494.68918779107,0.7173001629840335
0.068,128,32,59019.15797927197,0.7309226902185593
0.068,128,40,59505.40009703007,0.7264707227971117
0.068,128,48,59940.676213738945,0.722454407631085
0.068,128,56,59474.578183296035,0.7267540084268245
0.068,128,64,59143.45500629393,0.729788118676967
0.068,128,72,58411.12120365426,0.7364383948231452
0.068,128,80,58029.410753154334,0.7398718334580019
0.07,32,8,58912.18347553848,0.7318972322566161
0.07,64,8,60644.74171869424,0.7158959922643918
0.07,64,16,59426.849559086644,0.7271923947980232
0.07,64,24,57640.89715094793,0.7433433495178345
0.07,64,32,58559.53646588078,0.735097339933019
0.07,64,48,57449.66683698443,0.7450435005951521
0.07,128,8,62280.55569461216,0.7003626024640199
0.07,128,16,60625.8749807272,0.716072735769085
0.07,128,24,59307.26231388711,0.7282892553772187
0.07,128,32,59265.257843198924,0.7286739982873183
0.07,128,40,59695.947118113065,0.7247161379027485
0.07,128,48,59094.336628223755,0.7302367518527737
0.07,128,56,59402.292071660304,0.7274178176546444
0.07,128,64,58936.016229964356,0.7316802679718046
0.07,128,72,58478.581158169174,0.7358292601018172
0.07,128,80,58167.81852993297,0.7386294738478105
0.072,32,8,61663.36365533676,0.7062719100991401
0.072,64,16,59525.95989505791,0.7262816751405161
0.072,64,32,57659.07821756937,0.7431814149258427
0.072,64,40,58787.115084732584,0.7330343684829677
0.072,128,8,60396.61801160031,0.7182160196615548
0.072,128,16,60048.816655806455,0.7214520506555198
0.072,128,24,59639.92304766652,0.7252325979400825
0.072,128,32,59332.56910007821,0.7280573244974256
0.072,128,40,59560.4393681896,0.725964489262181
0.072,128,48,58947.00114250754,0.731580235982418
0.072,128,56,59248.61146578618,0.7288263965348576
0.072,128,64,58366.35360936317,0.7368422390655335
0.072,128,72,58362.083292365656,0.7368807450156365
0.072,128,80,58608.636128015416,0.7346529346441598
0.074,16,8,61188.14562463896,0.7107817846890947
0.074,32,8,60119.36096261489,0.7207971996420512
0.074,32,16,57877.77974490671,0.7412294885736987
0.074,32,32,57956.178250031524,0.7405279771677238
0.074,64,8,59825.41482368429,0.7235207797624353
0.074,64,16,59751.047257127335,0.7242077221721586
0.074,64,24,59293.942674478254,0.7284112870677921
0.074,64,64,58125.17458714228,0.7390125648565711
0.074,128,8,63244.09520891168,0.6910195322968896
0.074,128,16,60818.81938157513,0.7142626390343155
0.074,128,24,63170.36495436274,0.6917395340374728
0.074,128,32,59494.0365893901,0.7265751824004744
0.074,128,40,59959.2255226803,0.7222826019105126
0.074,128,48,59283.79047993477,0.7285042808975859
0.074,128,64,59949.21781469685,0.7223753009956684
0.074,128,80,57901.83555466355,0.7410143376864546
0.076,8,8,68958.91687795054,0.6326568704127016
0.076,32,8,60968.8623814417,0.7128510438732047
0.076,32,16,60168.46947908715,0.7203408795776323
0.076,64,8,60647.66736592188,0.7158685798910092
0.076,64,16,59610.99207439554,0.7254991093600265
0.076,64,24,58310.455536933674,0.7373460556209718
0.076,64,32,59590.75059061552,0.7256854965273526
0.076,128,8,60617.363386243946,0.7161524543411204
0.076,128,16,60024.16373829791,0.7216807182756118
0.076,128,24,59528.502724186765,0.7262582892498208
0.076,128,32,59685.17762794853,0.7248154545085483
0.076,128,40,59297.19174459024,0.7283815223091532
0.076,128,48,59049.89447566155,0.7306423525237254
0.076,128,56,59094.941137394744,0.7302312327048859
0.076,128,64,58589.39596176238,0.73482712343259
0.076,128,72,57588.716668804875,0.7438078254902838
0.076,128,80,57766.851990333365,0.7422204500192249
0.078,8,8,76103.80750571954,0.552591913675342
